"","Manufacturer","Sales.in.thousands","X4.year.resale.value","Popularity","MSRP"
"3014","Mercedes-Benz",28.976,".",617,43675
"3015","Mercedes-Benz",28.976,".",617,65200
"3016","Mercedes-Benz",28.976,".",617,41500
"3017","Mercedes-Benz",28.976,".",617,41850
"3018","Mercedes-Benz",28.976,".",617,75000
"3019","Mercedes-Benz",28.976,".",617,52900
"3020","Mercedes-Benz",28.976,".",617,50900
"3021","Mercedes-Benz",28.976,".",617,3555
"3022","Mercedes-Benz",28.976,".",617,3996
"3023","Mercedes-Benz",28.976,".",617,4330
"3024","Mercedes-Benz",28.976,".",617,4472
"3025","Mercedes-Benz",28.976,".",617,4661
"3026","Mercedes-Benz",28.976,".",617,5739
"3027","Mercedes-Benz",28.976,".",617,211000
"3028","Mercedes-Benz",28.976,".",617,158700
"3029","Mercedes-Benz",28.976,".",617,114100
"3030","Mercedes-Benz",28.976,".",617,151500
"3031","Mercedes-Benz",28.976,".",617,213200
"3032","Mercedes-Benz",28.976,".",617,153000
"3033","Mercedes-Benz",28.976,".",617,115300
"3034","Mercedes-Benz",28.976,".",617,160300
"3035","Mercedes-Benz",28.976,".",617,215500
"3036","Mercedes-Benz",28.976,".",617,116600
"3037","Mercedes-Benz",28.976,".",617,162000
"3038","Mercedes-Benz",28.976,".",617,154600
"3039","Mercedes-Benz",28.976,".",617,31500
"3040","Mercedes-Benz",28.976,".",617,33500
"3041","Mercedes-Benz",28.976,".",617,48500
"3042","Mercedes-Benz",28.976,".",617,32050
"3043","Mercedes-Benz",28.976,".",617,49500
"3044","Mercedes-Benz",28.976,".",617,34050
"3045","Mercedes-Benz",28.976,".",617,32400
"3046","Mercedes-Benz",28.976,".",617,34400
"3047","Mercedes-Benz",28.976,".",617,49950
"3048","Mercedes-Benz",28.976,".",617,54200
"3049","Mercedes-Benz",28.976,".",617,89200
"3050","Mercedes-Benz",28.976,".",617,46200
"3051","Mercedes-Benz",28.976,".",617,62900
"3052","Mercedes-Benz",28.976,".",617,54900
"3053","Mercedes-Benz",28.976,".",617,46450
"3054","Mercedes-Benz",28.976,".",617,55150
"3055","Mercedes-Benz",28.976,".",617,135000
"3056","Mercedes-Benz",28.976,".",617,63200
"3057","Mercedes-Benz",28.976,".",617,89500
"3058","Mercedes-Benz",28.976,".",617,54500
"3059","Mercedes-Benz",28.976,".",617,56100
"3060","Mercedes-Benz",28.976,".",617,64800
"3061","Mercedes-Benz",28.976,".",617,56800
"3062","Mercedes-Benz",28.976,".",617,48100
"3063","Mercedes-Benz",28.976,".",617,73200
"3064","Mercedes-Benz",28.976,".",617,106550
"3065","Mercedes-Benz",28.976,".",617,65990
"3066","Mercedes-Benz",28.976,".",617,68490
"3067","Mercedes-Benz",28.976,".",617,75700
"3068","Mercedes-Benz",28.976,".",617,66900
"3069","Mercedes-Benz",28.976,".",617,69400
"3070","Mercedes-Benz",28.976,".",617,107800
"3071","Mercedes-Benz",28.976,".",617,76600
"3072","Mercedes-Benz",28.976,".",617,74100
"3073","Mercedes-Benz",28.976,".",617,74850
"3074","Mercedes-Benz",28.976,".",617,77350
"3075","Mercedes-Benz",28.976,".",617,108900
"3076","Mercedes-Benz",28.976,".",617,55850
"3077","Mercedes-Benz",28.976,".",617,93600
"3078","Mercedes-Benz",28.976,".",617,53350
"3079","Mercedes-Benz",28.976,".",617,57100
"3080","Mercedes-Benz",28.976,".",617,54800
"3081","Mercedes-Benz",28.976,".",617,59000
"3082","Mercedes-Benz",28.976,".",617,54300
"3083","Mercedes-Benz",28.976,".",617,67750
"3084","Mercedes-Benz",28.976,".",617,52300
"3085","Mercedes-Benz",28.976,".",617,100600
"3086","Mercedes-Benz",28.976,".",617,103200
"3087","Mercedes-Benz",28.976,".",617,52300
"3088","Mercedes-Benz",28.976,".",617,64850
"3089","Mercedes-Benz",28.976,".",617,54300
"3090","Mercedes-Benz",28.976,".",617,59400
"3091","Mercedes-Benz",28.976,".",617,61350
"3092","Mercedes-Benz",28.976,".",617,51800
"3093","Mercedes-Benz",28.976,".",617,59000
"3094","Mercedes-Benz",28.976,".",617,54800
"3095","Mercedes-Benz",28.976,".",617,51800
"3096","Mercedes-Benz",28.976,".",617,62350
"3097","Mercedes-Benz",28.976,".",617,63100
"3098","Mercedes-Benz",28.976,".",617,59900
"3099","Mercedes-Benz",28.976,".",617,59900
"3100","Mercedes-Benz",28.976,".",617,55150
"3101","Mercedes-Benz",28.976,".",617,53100
"3102","Mercedes-Benz",28.976,".",617,65600
"3103","Mercedes-Benz",28.976,".",617,101700
"3104","Mercedes-Benz",28.976,".",617,53100
"3105","Mercedes-Benz",28.976,".",617,55600
"3106","Mercedes-Benz",28.976,".",617,54200
"3107","Mercedes-Benz",28.976,".",617,60300
"3108","Mercedes-Benz",28.976,".",617,62250
"3109","Mercedes-Benz",28.976,".",617,55150
"3110","Mercedes-Benz",28.976,".",617,55600
"3111","Mercedes-Benz",28.976,".",617,68700
"3112","Mercedes-Benz",28.976,".",617,104300
"3113","Mercedes-Benz",28.976,".",617,52650
"3114","Mercedes-Benz",28.976,".",617,52650
"3115","Mercedes-Benz",28.976,".",617,56700
"3116","Mercedes-Benz",28.976,".",617,62600
"3117","Mercedes-Benz",28.976,".",617,54650
"3118","Mercedes-Benz",28.976,".",617,54650
"3119","Mercedes-Benz",28.976,".",617,57050
"3120","Mercedes-Benz",28.976,".",617,52150
"3121","Mercedes-Benz",28.976,".",617,52150
"3122","Mercedes-Benz",28.976,".",617,54550
"3123","Mercedes-Benz",28.976,".",617,60650
"3124","Mercedes-Benz",28.976,".",617,69100
"3125","Mercedes-Benz",28.976,".",617,5878
"3126","Mercedes-Benz",28.976,".",617,6120
"3127","Mercedes-Benz",28.976,".",617,115400
"3128","Mercedes-Benz",28.976,".",617,137100
"3129","Mercedes-Benz",28.976,".",617,119900
"3130","Mercedes-Benz",28.976,".",617,139900
"3131","Mercedes-Benz",28.976,".",617,217900
"3132","Mercedes-Benz",28.976,".",617,63000
"3133","Mercedes-Benz",28.976,".",617,64550
"3134","Mercedes-Benz",28.976,".",617,88600
"3135","Mercedes-Benz",28.976,".",617,118160
"3136","Mercedes-Benz",28.976,".",617,119450
"3137","Mercedes-Benz",28.976,".",617,89950
"3138","Mercedes-Benz",28.976,".",617,65200
"3139","Mercedes-Benz",28.976,".",617,63600
"3140","Mercedes-Benz",28.976,".",617,89950
"3141","Mercedes-Benz",28.976,".",617,63600
"3142","Mercedes-Benz",28.976,".",617,65200
"3143","Mercedes-Benz",28.976,".",617,119450
"3144","Mercedes-Benz",28.976,".",617,31300
"3145","Mercedes-Benz",28.976,".",617,33300
"3146","Mercedes-Benz",28.976,".",617,48300
"3147","Mercedes-Benz",28.976,".",617,49580
"3148","Mercedes-Benz",28.976,".",617,32500
"3149","Mercedes-Benz",28.976,".",617,34500
"3150","Mercedes-Benz",28.976,".",617,49900
"3151","Mercedes-Benz",28.976,".",617,32850
"3152","Mercedes-Benz",28.976,".",617,34850
"3153","Mercedes-Benz",28.976,".",617,38950
"3154","Mercedes-Benz",28.976,".",617,40950
"3155","Mercedes-Benz",28.976,".",617,39150
"3156","Mercedes-Benz",28.976,".",617,41150
"3157","Mercedes-Benz",28.976,".",617,65100
"3158","Mercedes-Benz",28.976,".",617,109300
"3159","Mercedes-Benz",28.976,".",617,69650
"3160","Mercedes-Benz",28.976,".",617,110650
"3161","Mercedes-Benz",28.976,".",617,64600
"3162","Mercedes-Benz",28.976,".",617,99950
"3163","Mercedes-Benz",28.976,".",617,51100
"3164","Mercedes-Benz",28.976,".",617,107100
"3165","Mercedes-Benz",28.976,".",617,52500
"3166","Mercedes-Benz",28.976,".",617,53600
"3167","Mercedes-Benz",28.976,".",617,108840
"3168","Mercedes-Benz",28.976,".",617,101690
"3169","Mercedes-Benz",28.976,".",617,65650
"3170","Mercedes-Benz",28.976,".",617,52000
"3171","Mercedes-Benz",28.976,".",617,54500
"3172","Mercedes-Benz",28.976,".",617,37090
"3173","Mercedes-Benz",28.976,".",617,39090
"3174","Mercedes-Benz",28.976,".",617,38590
"3175","Mercedes-Benz",28.976,".",617,38980
"3176","Mercedes-Benz",28.976,".",617,39480
"3177","Mercedes-Benz",28.976,".",617,37480
"3178","Mercedes-Benz",28.976,".",617,37900
"3179","Mercedes-Benz",28.976,".",617,39900
"3180","Mercedes-Benz",28.976,".",617,39400
"3181","Mercedes-Benz",28.976,".",617,124100
"3182","Mercedes-Benz",28.976,".",617,93850
"3183","Mercedes-Benz",28.976,".",617,68700
"3184","Mercedes-Benz",28.976,".",617,51270
"3185","Mercedes-Benz",28.976,".",617,96100
"3186","Mercedes-Benz",28.976,".",617,58800
"3187","Mercedes-Benz",28.976,".",617,49770
"3188","Mercedes-Benz",28.976,".",617,47270
"3189","Mercedes-Benz",28.976,".",617,97250
"3190","Mercedes-Benz",28.976,".",617,51790
"3191","Mercedes-Benz",28.976,".",617,50290
"3192","Mercedes-Benz",28.976,".",617,59450
"3193","Mercedes-Benz",28.976,".",617,47790
"3194","Mercedes-Benz",28.976,".",617,62900
"3195","Mercedes-Benz",28.976,".",617,48300
"3196","Mercedes-Benz",28.976,".",617,49800
"3197","Mercedes-Benz",28.976,".",617,98400
"3198","Mercedes-Benz",28.976,".",617,50800
"3199","Mercedes-Benz",28.976,".",617,189350
"3200","Mercedes-Benz",28.976,".",617,191300
"3201","Mercedes-Benz",28.976,".",617,32500
"3202","Mercedes-Benz",28.976,".",617,28950
"3203","Mercedes-Benz",28.976,".",617,5650
"3204","Mercedes-Benz",28.976,".",617,49300
"3205","Mercedes-Benz",28.976,".",617,50800
"3206","Mercedes-Benz",28.976,".",617,50240
"3207","Mercedes-Benz",28.976,".",617,51740
"3208","Mercedes-Benz",28.976,".",617,52690
"3209","Mercedes-Benz",28.976,".",617,53840
"3210","Mercedes-Benz",28.976,".",617,94400
"3211","Mercedes-Benz",28.976,".",617,141450
"3212","Mercedes-Benz",28.976,".",617,97400
"3213","Mercedes-Benz",28.976,".",617,160900
"3214","Mercedes-Benz",28.976,".",617,222000
"3215","Mercedes-Benz",28.976,".",617,230900
"3216","Mercedes-Benz",28.976,".",617,166900
"3217","Mercedes-Benz",28.976,".",617,119900
"3218","Mercedes-Benz",28.976,".",617,234050
"3219","Mercedes-Benz",28.976,".",617,121550
"3220","Mercedes-Benz",28.976,".",617,143250
"3221","Mercedes-Benz",28.976,".",617,95650
"3222","Mercedes-Benz",28.976,".",617,169050
"3223","Mercedes-Benz",28.976,".",617,98650
"3224","Mercedes-Benz",28.976,".",617,163150
"3225","Mercedes-Benz",28.976,".",617,224650
"3226","Mercedes-Benz",28.976,".",617,144700
"3227","Mercedes-Benz",28.976,".",617,99600
"3228","Mercedes-Benz",28.976,".",617,131400
"3229","Mercedes-Benz",28.976,".",617,170750
"3230","Mercedes-Benz",28.976,".",617,176400
"3231","Mercedes-Benz",28.976,".",617,226900
"3232","Mercedes-Benz",28.976,".",617,247900
"3233","Mercedes-Benz",28.976,".",617,96600
"3234","Mercedes-Benz",28.976,".",617,84000
"3235","Mercedes-Benz",28.976,".",617,106700
"3236","Mercedes-Benz",28.976,".",617,214500
"3237","Mercedes-Benz",28.976,".",617,147300
"3238","Mercedes-Benz",28.976,".",617,108050
"3239","Mercedes-Benz",28.976,".",617,85050
"3240","Mercedes-Benz",28.976,".",617,217550
"3241","Mercedes-Benz",28.976,".",617,149700
"3242","Mercedes-Benz",28.976,".",617,110800
"3243","Mercedes-Benz",28.976,".",617,151350
"3244","Mercedes-Benz",28.976,".",617,219850
"3245","Mercedes-Benz",28.976,".",617,86950
"3246","Mercedes-Benz",28.976,".",617,60300
"3247","Mercedes-Benz",28.976,".",617,47950
"3248","Mercedes-Benz",28.976,".",617,56225
"3249","Mercedes-Benz",28.976,".",617,68925
"3250","Mercedes-Benz",28.976,".",617,43525
"3251","Mercedes-Benz",28.976,".",617,43950
"3252","Mercedes-Benz",28.976,".",617,57650
"3253","Mercedes-Benz",28.976,".",617,70850
"3254","Mercedes-Benz",28.976,".",617,59200
"3255","Mercedes-Benz",28.976,".",617,47000
"3256","Mercedes-Benz",28.976,".",617,72600
"3257","Mercedes-Benz",28.976,".",617,480000
"3258","Mercedes-Benz",28.976,".",617,495000
"3259","Mercedes-Benz",28.976,".",617,495000
"3260","Mercedes-Benz",28.976,".",617,221580
"3261","Mercedes-Benz",28.976,".",617,228080
"3262","Mercedes-Benz",28.976,".",617,199500
"3263","Mercedes-Benz",28.976,".",617,206000
"3264","Mercedes-Benz",28.976,".",617,275000
"3265","Mercedes-Benz",28.976,".",617,201500
"3266","Mercedes-Benz",28.976,".",617,208000
"3267","Mercedes-Benz",28.976,".",617,183000
"3268","Mercedes-Benz",28.976,".",617,189600
"3269","Mercedes-Benz",28.976,".",617,196100
"3270","Nissan       ",42.643,"8.45",NA,NA
"3271","Nissan       ",88.094,"11.295",NA,NA
"3272","Nissan       ",79.853,"15.125",NA,NA
"3273","Nissan       ",27.308,"15.38",NA,NA
"3274","Nissan       ",42.574,"17.81",NA,NA
"3275","Nissan       ",54.158,".",NA,NA
"3276","Nissan       ",65.005,".",NA,NA
"3277","Oldsmobile   ",1.112,"11.24",NA,NA
"3278","Oldsmobile   ",38.554,".",NA,NA
"3279","Oldsmobile   ",80.255,".",NA,NA
"3280","Oldsmobile   ",14.69,"19.89",NA,NA
"3281","Oldsmobile   ",20.017,"19.925",NA,NA
"3282","Oldsmobile   ",24.361,"15.24",NA,NA
"3283","Plymouth     ",32.734,"7.75",NA,NA
"3284","Plymouth     ",5.24,"9.8",NA,NA
"3285","Plymouth     ",24.155,"12.025",NA,NA
"3286","Plymouth     ",1.872,".",NA,NA
"3287","Pontiac      ",51.645,"13.79",NA,NA
"3288","Pontiac      ",131.097,"10.29",NA,NA
"3289","Pontiac      ",19.911,"17.805",NA,NA
"3290","Pontiac      ",92.364,"14.01",NA,NA
"3291","Pontiac      ",35.945,"13.225",NA,NA
"3292","Pontiac      ",39.572,".",NA,NA
"3293","Porsche      ",8.982,"41.25",NA,NA
"3294","Porsche      ",1.28,"60.625",NA,NA
"3295","Porsche      ",1.866,"67.55",NA,NA
"3296","Saab         ",9.191,".",NA,NA
"3297","Saab         ",12.115,".",NA,NA
"3298","Saturn       ",80.62,"9.2",NA,NA
"3299","Saturn       ",24.546,"10.59",NA,NA
"3300","Saturn       ",5.223,"10.79",NA,NA
"3301","Saturn       ",8.472,".",NA,NA
"3302","Saturn       ",49.989,".",NA,NA
"3303","Subaru       ",47.107,".",NA,NA
"3304","Subaru       ",33.028,".",NA,NA
"3305","Toyota       ",142.535,"10.025",NA,NA
"3306","Toyota       ",247.994,"13.245",NA,NA
"3307","Toyota       ",63.849,"18.14",NA,NA
"3308","Toyota       ",33.269,"15.445",NA,NA
"3309","Toyota       ",84.087,"9.575",NA,NA
"3310","Toyota       ",65.119,".",NA,NA
"3311","Toyota       ",25.106,"13.325",NA,NA
"3312","Toyota       ",68.411,"19.425",NA,NA
"3313","Toyota       ",9.835,"34.08",NA,NA
"3314","Volkswagen   ",9.761,"11.425",NA,NA
"3315","Volkswagen   ",83.721,"13.24",NA,NA
"3316","Volkswagen   ",51.102,"16.725",NA,NA
"3317","Volkswagen   ",9.569,"16.575",NA,NA
"3318","Volkswagen   ",5.596,"13.76",NA,NA
"3319","Volkswagen   ",49.463,".",NA,NA
"3320","Volvo        ",16.957,".",NA,NA
"3321","Volvo        ",3.545,".",NA,NA
"3322","Volvo        ",15.245,".",NA,NA
"3323","Volvo        ",17.531,".",NA,NA
"3324","Volvo        ",3.493,".",NA,NA
"3325","Volvo        ",18.969,".",NA,NA
"3326","BMW",NA,NA,3916,46135
"3327","BMW",NA,NA,3916,40650
"3328","BMW",NA,NA,3916,36350
"3329","BMW",NA,NA,3916,29450
"3330","BMW",NA,NA,3916,34500
"3331","BMW",NA,NA,3916,31200
"3332","BMW",NA,NA,3916,44100
"3333","BMW",NA,NA,3916,39300
"3334","BMW",NA,NA,3916,36900
"3335","BMW",NA,NA,3916,37200
"3336","BMW",NA,NA,3916,39600
"3337","BMW",NA,NA,3916,31500
"3338","BMW",NA,NA,3916,44400
"3339","BMW",NA,NA,3916,37200
"3340","BMW",NA,NA,3916,31500
"3341","BMW",NA,NA,3916,48250
"3342","BMW",NA,NA,3916,43550
"3343","Audi",NA,NA,3105,2000
"3344","Audi",NA,NA,3105,2000
"3345","Audi",NA,NA,3105,2000
"3346","Audi",NA,NA,3105,2000
"3347","Audi",NA,NA,3105,2000
"3348","Audi",NA,NA,3105,2000
"3349","Audi",NA,NA,3105,2000
"3350","Audi",NA,NA,3105,2000
"3351","Audi",NA,NA,3105,2000
"3352","Audi",NA,NA,3105,2000
"3353","Audi",NA,NA,3105,2000
"3354","Audi",NA,NA,3105,2000
"3355","Audi",NA,NA,3105,2000
"3356","Audi",NA,NA,3105,2000
"3357","Audi",NA,NA,3105,2000
"3358","FIAT",NA,NA,819,27495
"3359","FIAT",NA,NA,819,24995
"3360","FIAT",NA,NA,819,28195
"3361","BMW",NA,NA,3916,32850
"3362","BMW",NA,NA,3916,38650
"3363","BMW",NA,NA,3916,48750
"3364","BMW",NA,NA,3916,34850
"3365","BMW",NA,NA,3916,40650
"3366","BMW",NA,NA,3916,44150
"3367","BMW",NA,NA,3916,32850
"3368","BMW",NA,NA,3916,46150
"3369","BMW",NA,NA,3916,50750
"3370","BMW",NA,NA,3916,46450
"3371","BMW",NA,NA,3916,49050
"3372","BMW",NA,NA,3916,51050
"3373","BMW",NA,NA,3916,44450
"3374","BMW",NA,NA,3916,38950
"3375","BMW",NA,NA,3916,33150
"3376","BMW",NA,NA,3916,35150
"3377","BMW",NA,NA,3916,40950
"3378","Audi",NA,NA,3105,2000
"3379","Audi",NA,NA,3105,2000
"3380","Audi",NA,NA,3105,2000
"3381","Audi",NA,NA,3105,2000
"3382","Audi",NA,NA,3105,2000
"3383","Audi",NA,NA,3105,2000
"3384","Chrysler",NA,NA,1013,25170
"3385","Chrysler",NA,NA,1013,23950
"3386","Chrysler",NA,NA,1013,29370
"3387","Chrysler",NA,NA,1013,21995
"3388","Chrysler",NA,NA,1013,26625
"3389","Chrysler",NA,NA,1013,30825
"3390","Chrysler",NA,NA,1013,21995
"3391","Chrysler",NA,NA,1013,27795
"3392","Chrysler",NA,NA,1013,31785
"3393","Chrysler",NA,NA,1013,29905
"3394","Chrysler",NA,NA,1013,22490
"3395","Chrysler",NA,NA,1013,27570
"3396","Chrysler",NA,NA,1013,25690
"3397","Chrysler",NA,NA,1013,24490
"3398","Chrysler",NA,NA,1013,29905
"3399","Chrysler",NA,NA,1013,31785
"3400","Chrysler",NA,NA,1013,26685
"3401","Chrysler",NA,NA,1013,22490
"3402","Chrysler",NA,NA,1013,25690
"3403","Chrysler",NA,NA,1013,30900
"3404","Chrysler",NA,NA,1013,27795
"3405","Chrysler",NA,NA,1013,21995
"3406","Chrysler",NA,NA,1013,24490
"3407","Nissan",NA,NA,2009,2000
"3408","Nissan",NA,NA,2009,2000
"3409","Nissan",NA,NA,2009,2000
"3410","Nissan",NA,NA,2009,2000
"3411","Nissan",NA,NA,2009,2000
"3412","Nissan",NA,NA,2009,2000
"3413","Nissan",NA,NA,2009,2000
"3414","Nissan",NA,NA,2009,2000
"3415","Nissan",NA,NA,2009,2073
"3416","Nissan",NA,NA,2009,3713
"3417","Nissan",NA,NA,2009,3520
"3418","Nissan",NA,NA,2009,3910
"3419","Nissan",NA,NA,2009,4182
"3420","Nissan",NA,NA,2009,4107
"3421","Nissan",NA,NA,2009,4299
"3422","Nissan",NA,NA,2009,4693
"3423","Nissan",NA,NA,2009,4107
"3424","Volvo",NA,NA,870,2000
"3425","Volvo",NA,NA,870,2000
"3426","Volvo",NA,NA,870,2000
"3427","Volvo",NA,NA,870,2000
"3428","Volvo",NA,NA,870,2000
"3429","Volvo",NA,NA,870,2000
"3430","Volvo",NA,NA,870,2000
"3431","Volvo",NA,NA,870,2000
"3432","Mazda",NA,NA,586,16020
"3433","Mazda",NA,NA,586,14530
"3434","Mazda",NA,NA,586,16860
"3435","Mazda",NA,NA,586,15370
"3436","Mazda",NA,NA,586,17050
"3437","Mazda",NA,NA,586,15560
"3438","Mazda",NA,NA,586,16210
"3439","Mazda",NA,NA,586,14720
"3440","Mazda",NA,NA,586,17050
"3441","Mazda",NA,NA,586,15560
"3442","Mazda",NA,NA,586,16210
"3443","Mazda",NA,NA,586,14720
"3444","BMW",NA,NA,3916,47250
"3445","BMW",NA,NA,3916,41850
"3446","BMW",NA,NA,3916,41850
"3447","BMW",NA,NA,3916,43000
"3448","BMW",NA,NA,3916,49200
"3449","BMW",NA,NA,3916,49650
"3450","BMW",NA,NA,3916,43950
"3451","BMW",NA,NA,3916,41950
"3452","BMW",NA,NA,3916,50150
"3453","BMW",NA,NA,3916,37500
"3454","BMW",NA,NA,3916,43750
"3455","BMW",NA,NA,3916,39000
"3456","BMW",NA,NA,3916,39500
"3457","BMW",NA,NA,3916,39500
"3458","BMW",NA,NA,3916,34950
"3459","BMW",NA,NA,3916,45750
"3460","BMW",NA,NA,3916,43450
"3461","BMW",NA,NA,3916,37500
"3462","BMW",NA,NA,3916,41000
"3463","BMW",NA,NA,3916,32950
"3464","BMW",NA,NA,3916,41850
"3465","BMW",NA,NA,3916,47800
"3466","BMW",NA,NA,3916,39850
"3467","BMW",NA,NA,3916,38350
"3468","BMW",NA,NA,3916,40350
"3469","BMW",NA,NA,3916,38350
"3470","BMW",NA,NA,3916,42650
"3471","BMW",NA,NA,3916,33150
"3472","BMW",NA,NA,3916,35150
"3473","BMW",NA,NA,3916,44150
"3474","BMW",NA,NA,3916,45800
"3475","BMW",NA,NA,3916,38750
"3476","BMW",NA,NA,3916,35450
"3477","BMW",NA,NA,3916,33450
"3478","BMW",NA,NA,3916,40750
"3479","BMW",NA,NA,3916,42250
"3480","BMW",NA,NA,3916,42950
"3481","BMW",NA,NA,3916,40250
"3482","BMW",NA,NA,3916,49900
"3483","BMW",NA,NA,3916,47900
"3484","BMW",NA,NA,3916,44450
"3485","Mitsubishi",NA,NA,436,3941
"3486","Mitsubishi",NA,NA,436,3295
"3487","Mitsubishi",NA,NA,436,6008
"3488","Mitsubishi",NA,NA,436,6710
"3489","Mitsubishi",NA,NA,436,3701
"3490","Mitsubishi",NA,NA,436,4671
"3491","Mitsubishi",NA,NA,436,5306
"3492","Mitsubishi",NA,NA,436,7600
"3493","Mitsubishi",NA,NA,436,4090
"3494","Chrysler",NA,NA,1013,37570
"3495","Chrysler",NA,NA,1013,31695
"3496","Chrysler",NA,NA,1013,38070
"3497","Chrysler",NA,NA,1013,44895
"3498","Chrysler",NA,NA,1013,35070
"3499","Chrysler",NA,NA,1013,42395
"3500","Chrysler",NA,NA,1013,34195
"3501","Chrysler",NA,NA,1013,40570
"3502","Chrysler",NA,NA,1013,38095
"3503","Chrysler",NA,NA,1013,35595
"3504","Chrysler",NA,NA,1013,45190
"3505","Chrysler",NA,NA,1013,32260
"3506","Chrysler",NA,NA,1013,37755
"3507","Chrysler",NA,NA,1013,41055
"3508","Chrysler",NA,NA,1013,36090
"3509","Chrysler",NA,NA,1013,42690
"3510","Chrysler",NA,NA,1013,38555
"3511","Chrysler",NA,NA,1013,35255
"3512","Chrysler",NA,NA,1013,38590
"3513","Chrysler",NA,NA,1013,34760
"3514","Chrysler",NA,NA,1013,41135
"3515","Chrysler",NA,NA,1013,45270
"3516","Chrysler",NA,NA,1013,38670
"3517","Chrysler",NA,NA,1013,38635
"3518","Chrysler",NA,NA,1013,36170
"3519","Chrysler",NA,NA,1013,38175
"3520","Chrysler",NA,NA,1013,32340
"3521","Chrysler",NA,NA,1013,42770
"3522","Chrysler",NA,NA,1013,34840
"3523","Chrysler",NA,NA,1013,35675
"3524","Chrysler",NA,NA,1013,32065
"3525","Chrysler",NA,NA,1013,28540
"3526","Chrysler",NA,NA,1013,32315
"3527","Chrysler",NA,NA,1013,28885
"3528","Chrysler",NA,NA,1013,29185
"3529","Chrysler",NA,NA,1013,32615
"3530","Nissan",NA,NA,2009,2847
"3531","Nissan",NA,NA,2009,2488
"3532","Nissan",NA,NA,2009,2683
"3533","Nissan",NA,NA,2009,2553
"3534","Nissan",NA,NA,2009,3049
"3535","Nissan",NA,NA,2009,2774
"3536","Nissan",NA,NA,2009,2702
"3537","Nissan",NA,NA,2009,3101
"3538","Nissan",NA,NA,2009,3510
"3539","Nissan",NA,NA,2009,3107
"3540","Nissan",NA,NA,2009,3624
"3541","Nissan",NA,NA,2009,3185
"3542","Mazda",NA,NA,586,2000
"3543","Mazda",NA,NA,586,2000
"3544","Mazda",NA,NA,586,2000
"3545","Mazda",NA,NA,586,2000
"3546","Mazda",NA,NA,586,2000
"3547","Nissan",NA,NA,2009,36550
"3548","Nissan",NA,NA,2009,41250
